tats_cd,association_name,district_code,content_id,place_title,match_method
ea46c642f9a17c594ececca15acbfa14,응봉산팔각정,200,1874105,응봉산(서울),substring
2192e2b4098b707b9cafe500f12e0498,르한스,290,2757730,르한스,exact
19c56a677ed2121ca587a9351ec529c1,강촌쌈밥/평창점,110,2847165,강촌쌈밥,substring
cafa52207fcf6e8e7e362de4137f9e08,한국교회100주년기념관,110,2759941,한국교회 100주년 기념관,exact
4d81305df4da908774f403c031faa795,하이디라오/명동점,140,264311,명동,substring
75a3d0f2eaad6b5d7e5218aea1ad6ebb,홍난파가옥,110,945987,홍파동 홍난파 가옥,substring
8e807b3965f968e95cc8821787a1a5f7,수국사,380,127219,수국사(서울),normalized
20f85a1ba097939dce3c662dd7ddbb8a,보문사,290,316104,보문사(서울),normalized
fc8e1882696a24b4cc09c5f6be86f5a1,황학정,110,1604450,황학정,exact
b2760c05df9af068fa405efd44375ca1,흥인지문,110,126514,흥인지문,exact
0731313151da8ac1018be2dd29c4913a,자하싸리집,110,2902597,자하싸리집,exact
105b68b0f0c82e088ba4e6c892c32c17,방산종합시장,140,132241,방산 종합시장,exact
75ea7a70dc24012a94bc473c917e0ef1,광희문,140,129502,광희문,exact
8fff9f9a3e28a75ae89643cebf65235c,보광기사식당,170,2859974,보광기사식당,exact
